af_id,name,organization,country,city
60026796,Universidad Autónoma de Madrid,Universidad Autónoma de Madrid,Spain,Madrid
60006793,Instituto Universitario de Ciencias y Tecnologías Espaciales de Asturias (ICTEA),"Universidad de Oviedo, Instituto Universitario de Ciencias y Tecnologías Espaciales de Asturias (ICTEA)",Spain,Oviedo
60015179,CSIC-Universidad de Cantabria,"Instituto de Física de Cantabria (IFCA), CSIC-Universidad de Cantabria",Spain,Santander
60071074,University of Colombo,University of Colombo,Sri Lanka,Colombo
60071076,Department of Physics,"University of Ruhuna, Department of Physics",Sri Lanka,Matara
60019778,European Organization for Nuclear Research,"CERN, European Organization for Nuclear Research",Switzerland,Geneva
60020195,Paul Scherrer Institut,Paul Scherrer Institut,Switzerland,Villigen
60025858,ETH Zurich — Institute for Particle Physics and Astrophysics (IPA),ETH Zurich — Institute for Particle Physics and Astrophysics (IPA),Switzerland,Zurich
60012614,Universität Zürich,Universität Zürich,Switzerland,Zurich
60024666,National Central University,National Central University,Taiwan,Chung-Li
60005429,National Taiwan University (NTU),National Taiwan University (NTU),Taiwan,Taipei
60032587,Science and Art Faculty,"Çukurova University, Physics Department, Science and Art Faculty",Turkey,Adana
60004305,Physics Department,"Middle East Technical University, Physics Department",Turkey,Ankara
60005803,Bogazici University,Bogazici University,Turkey,Istanbul
60022002,Istanbul Technical University,Istanbul Technical University,Turkey,Istanbul
60028502,Istanbul University,Istanbul University,Turkey,Istanbul
60104365,Institute for Scintillation Materials of National Academy of Science of Ukraine,Institute for Scintillation Materials of National Academy of Science of Ukraine,Ukraine,Kharkov
60008794,Kharkov Institute of Physics and Technology,"National Scientific Center, Kharkov Institute of Physics and Technology",Ukraine,Kharkov
60020650,University of Bristol,University of Bristol,United Kingdom,Bristol
60023254,Rutherford Appleton Laboratory,Rutherford Appleton Laboratory,United Kingdom,Didcot
60015150,Imperial College,Imperial College,United Kingdom,London
60020623,Brunel University,Brunel University,United Kingdom,Uxbridge
60011278,Baylor University,Baylor University,United States,Waco
60025371,The University of Alabama,The University of Alabama,United States,Tuscaloosa
60019674,Boston University,Boston University,United States,Boston
60011460,Brown University,Brown University,United States,Providence
60014439,Davis,"University of California, Davis",United States,Davis
60027550,University of California,University of California,United States,Los Angeles
60029241,Santa Barbara — Department of Physics,"University of California, Santa Barbara — Department of Physics",United States,Santa Barbara
60031581,California Institute of Technology,California Institute of Technology,United States,Pasadena
60027950,Carnegie Mellon University,Carnegie Mellon University,United States,Pittsburgh
60000221,University of Colorado Boulder,University of Colorado Boulder,United States,Boulder
60007776,Cornell University,Cornell University,United States,Ithaca
60013881,Fermi National Accelerator Laboratory,Fermi National Accelerator Laboratory,United States,Batavia
60013959,University of Florida,University of Florida,United States,Gainesville
60002092,Florida State University,Florida State University,United States,Tallahassee
60010339,Florida Institute of Technology,Florida Institute of Technology,United States,Melbourne
60027561,University of Illinois at Chicago (UIC),University of Illinois at Chicago (UIC),United States,Chicago
60024324,The University of Iowa,The University of Iowa,United States,Iowa City
60005248,Johns Hopkins University,Johns Hopkins University,United States,Baltimore
60015457,The University of Kansas,The University of Kansas,United States,Lawrence
60000689,Kansas State University,Kansas State University,United States,Manhattan
60026175,Lawrence Livermore National Laboratory,Lawrence Livermore National Laboratory,United States,Livermore
60022195,Massachusetts Institute of Technology,Massachusetts Institute of Technology,United States,Cambridge
60029445,University of Minnesota,University of Minnesota,United States,Minneapolis
60026306,University of Nebraska-Lincoln,University of Nebraska-Lincoln,United States,Lincoln
60032083,State University of New York at Buffalo,State University of New York at Buffalo,United States,Buffalo
60028628,Northeastern University,Northeastern University,United States,Boston
60007363,Northwestern University,Northwestern University,United States,Evanston
60021508,University of Notre Dame,University of Notre Dame,United States,Notre Dame
60003500,The Ohio State University,The Ohio State University,United States,Columbus
60003269,Princeton University,Princeton University,United States,Princeton
60071533,University of Puerto Rico,University of Puerto Rico,Puerto Rico,Mayaguez
60009254,Purdue University,Purdue University,United States,West Lafayette
60122606,Purdue University Northwest,Purdue University Northwest,United States,Hammond
60005286,Rice University,Rice University,United States,Houston
60119141,The State University of New Jersey,"Rutgers, The State University of New Jersey",United States,Piscataway
60015574,University of Tennessee,University of Tennessee,United States,Knoxville
60020547,Texas A&M University,Texas A&M University,United States,College Station
60021285,Texas Tech University,Texas Tech University,United States,Lubbock
60003915,Vanderbilt University,Vanderbilt University,United States,Nashville
60021918,University of Virginia,University of Virginia,United States,Charlottesville
60009408,Wayne State University,Wayne State University,United States,Detroit
60018163,TU Wien,TU Wien,Austria,Wien
60274446,Technology and Maritime Transport,"Institute of Basic and Applied Sciences, Faculty of Engineering, Arab Academy for Science, Technology and Maritime Transport",Egypt,Alexandria
60029570,Universidade Estadual de Campinas,Universidade Estadual de Campinas,Brazil,Campinas
60006726,Federal University of Rio Grande do Sul,Federal University of Rio Grande do Sul,Brazil,Porto Alegre
60002175,The University of the State of Amazonas,The University of the State of Amazonas,Brazil,Manaus
60027363,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,China,Beijing
60009160,UFMS,UFMS,Brazil,Nova Andradina
60020258,Nanjing Normal University Department of Physics,Nanjing Normal University Department of Physics,China,Nanjing
60023356,British University in Egypt,British University in Egypt,Egypt,Cairo
60104893,Zewail City of Science and Technology,Zewail City of Science and Technology,Egypt,Zewail
60027814,Université de Haute Alsace,Université de Haute Alsace,France,Mulhouse
60071909,Tbilisi State University,Tbilisi State University,Georgia,Tbilisi
60079641,Erzincan Binali Yildirim University,Erzincan Binali Yildirim University,Turkey,Erzincan
60020345,Brandenburg University of Technology,Brandenburg University of Technology,Germany,Cottbus
60007774,Forschungszentrum Jülich,Forschungszentrum Jülich,Germany,Juelich
60273131,Assiut University,"Physics Department, Faculty of Science, Assiut University",Egypt,Assiut
60104339,IIT Bhubaneswar,IIT Bhubaneswar,India,Bhubaneswar
60002120,Institute of Physics,Institute of Physics,India,Bhubaneswar
60002686,Punjab Agricultural University,Punjab Agricultural University,India,Ludhiana
60109019,Shoolini University,Shoolini University,India,Solan
60029516,University of Hyderabad,University of Hyderabad,India,Hyderabad
60018989,University of Visva-Bharati,University of Visva-Bharati,India,Santiniketan
60014153,Indian Institute of Technology (IIT),Indian Institute of Technology (IIT),India,Mumbai
60027666,Sharif University of Technology,Sharif University of Technology,Iran,Tehran
60108504,University of Science and Technology of Mazandaran,"Department of Physics, University of Science and Technology of Mazandaran",Iran,Behshahr
60019637,Energy and Sustainable Economic Development,"Italian National Agency for New Technologies, Energy and Sustainable Economic Development",Italy,Bologna
60112928,Centro Siciliano di Fisica Nucleare e di Struttura Della Materia,Centro Siciliano di Fisica Nucleare e di Struttura Della Materia,Italy,Catania
60021199,Consiglio Nazionale delle Ricerche — Istituto Officina dei Materiali,Consiglio Nazionale delle Ricerche — Istituto Officina dei Materiali,Italy,Perugia
60027998,Consejo Nacional de Ciencia y Tecnología,Consejo Nacional de Ciencia y Tecnología,Mexico,Mexico City
60071644,Institute of Nuclear Physics of the Uzbekistan Academy of Sciences,Institute of Nuclear Physics of the Uzbekistan Academy of Sciences,Uzbekistan,Tashkent
60017103,St. Petersburg Polytechnic University,St. Petersburg Polytechnic University,Russian Federation,St. Petersburg
60023579,Budker Institute of Nuclear Physics,Budker Institute of Nuclear Physics,Russian Federation,Novosibirsk
60068815,University of Belgrade,"Faculty of Physics, University of Belgrade",Serbia,Belgrade
60071086,Sri Lanka,"Eastern University, Sri Lanka",Sri Lanka,Nilaveli
60028186,Ecole Polytechnique Fédérale Lausanne,Ecole Polytechnique Fédérale Lausanne,Switzerland,Lausanne
60101944,Stefan Meyer Institute for Subatomic Physics,Stefan Meyer Institute for Subatomic Physics,Austria,Vienna
60025995,IN2P3-CNRS,"Laboratoire d’Annecy-le-Vieux de Physique des Particules, IN2P3-CNRS",France,Annecy-le-Vieux
60104510,Şırnak University,Şırnak University,Turkey,Sirnak
60006471,Research Center of Experimental Health Science,"Near East University, Research Center of Experimental Health Science",Turkey,Nicosia
60193845,Konya Technical University,Konya Technical University,Turkey,Konya
60104504,Piri Reis University,Piri Reis University,Turkey,Istanbul
60086192,Adiyaman University,Adiyaman University,Turkey,Adiyaman
60086558,Ozyegin University,Ozyegin University,Turkey,Istanbul
60104518,Necmettin Erbakan University,Necmettin Erbakan University,Turkey,Konya
124801680,Bozok Universitetesi Rektörlügü,Bozok Universitetesi Rektörlügü,Turkey,Yozgat
60027981,Marmara University,Marmara University,Turkey,Istanbul
60204070,Milli Savunma University,Milli Savunma University,Turkey,Istanbul
60014208,Kafkas University,Kafkas University,Turkey,Kars
60009715,Istanbul Bilgi University,Istanbul Bilgi University,Turkey,Istanbul
60020484,Hacettepe University,Hacettepe University,Turkey,Ankara
60117280,Faculty of Engineering,"Istanbul University — Cerrahpasa, Faculty of Engineering",Turkey,Istanbul
60025225,University of Southampton,"School of Physics and Astronomy, University of Southampton",United Kingdom,Southampton
60176038,IPPP Durham University,IPPP Durham University,United Kingdom,Durham
60019578,Faculty of Science,"Monash University, Faculty of Science",Australia,Clayton
60008757,Bethel University,Bethel University,United States,St. Paul
60104500,Karamanoğlu Mehmetbey University,Karamanoğlu Mehmetbey University,Turkey,Karaman
60016618,Ain Shams University,Ain Shams University,Egypt,Cairo
60104485,Bingol University,Bingol University,Turkey,Bingol
60104511,Sinop University,Sinop University,Turkey,Sinop
60003217,Erciyes University,Erciyes University,Turkey,Kayseri
60072753,Texas A&M University at Qatar,Texas A&M University at Qatar,Qatar,Doha
60015986,Università di Trento,Università di Trento,Italy,Trento
60025770,Charles Darwin University,"NHMRC Centre for Research Excellence in Paediatric Bronchiectasis (AusBREATHE), Child Health Division, Menzies School of Health Research, Charles Darwin University",Australia,Darwin
60011019,Queensland University of Technology,"Australian Centre for Health Services Innovation @ Centre for Healthcare Transformation, Queensland University of Technology",Australia,Brisbane
60160783,Queensland Children's Hospital,"Department of Respiratory & Sleep Medicine, Queensland Children's Hospital",Australia,Brisbane
60001555,Division of Neuroradiology,"Russell H. Morgan Department of Radiology and Radiological Science, Johns Hopkins Hospital, Division of Neuroradiology",United States,Baltimore
60104561,CIBERSAM,"Imaging of Mood- and Anxiety-Related Disorders (IMARD) group, Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS), CIBERSAM",Spain,Barcelona
